# Iteration Jacobi Gauss-Seidel
180 70.7904 98.9108
181 71.1703 99.3784
182 71.5502 99.8452
183 71.9302 100.311
184 72.3101 100.776
185 72.6901 101.241
186 73.07 101.705
187 73.45 102.168
188 73.8299 102.63
189 74.2099 103.092
190 74.5898 103.552
191 74.9698 104.013
192 75.3498 104.472
193 75.7297 104.931
194 76.1097 105.389
195 76.4896 105.846
196 76.8696 106.303
197 77.2495 106.759
198 77.6295 107.214
199 78.0094 107.668
200 78.3894 108.122
201 78.7693 108.576
202 79.1493 109.028
203 79.5293 109.48
204 79.9092 109.932
205 80.2892 110.382
206 80.6692 110.832
207 81.0491 111.282
208 81.4291 111.731
209 81.8091 112.179
210 82.189 112.627
211 82.569 113.074
212 82.949 113.52
213 83.3289 113.966
214 83.7089 114.411
215 84.0888 114.856
216 84.4688 115.3
217 84.8488 115.743
218 85.2288 116.186
219 85.6087 116.628
220 85.9887 117.07
221 86.3687 117.511
222 86.7487 117.952
223 87.1286 118.392
224 87.5086 118.832
225 87.8886 119.271
226 88.2685 119.709
227 88.6485 120.147
228 89.0285 120.585
229 89.4084 121.021
230 89.7884 121.458
231 90.1684 121.894
232 90.5484 122.329
233 90.9284 122.764
234 91.3084 123.198
235 91.6883 123.632
236 92.0683 124.065
237 92.4483 124.498
238 92.8283 124.93
239 93.2083 125.362
240 93.5882 125.793
241 93.9682 126.224
242 94.3482 126.655
243 94.7282 127.084
244 95.1081 127.514
245 95.4881 127.943
246 95.8681 128.371
247 96.2481 128.799
248 96.6281 129.227
249 97.0081 129.654
250 97.3881 130.08
251 97.7681 130.506
252 98.148 130.932
253 98.528 131.357
254 98.908 131.782
255 99.288 132.207
256 99.668 132.631
257 100.048 133.054
258 100.428 133.477
259 100.808 133.9
260 101.188 134.322
261 101.568 134.744
262 101.948 135.165
263 102.328 135.586
264 102.708 136.006
265 103.088 136.426
266 103.468 136.846
267 103.848 137.265
268 104.228 137.684
269 104.608 138.103
270 104.988 138.521
271 105.368 138.938
272 105.748 139.356
273 106.128 139.772
274 106.508 140.189
275 106.888 140.605
276 107.268 141.021
277 107.648 141.436
278 108.028 141.851
279 108.408 142.265
280 108.788 142.679
281 109.168 143.093
282 109.548 143.506
283 109.928 143.919
284 110.308 144.332
285 110.688 144.744
286 111.068 145.156
287 111.448 145.568
288 111.828 145.979
289 112.208 146.389
290 112.588 146.8
291 112.968 147.21
292 113.348 147.62
293 113.728 148.029
294 114.108 148.438
295 114.488 148.847
296 114.868 149.255
297 115.248 149.663
298 115.628 150.07
299 116.008 150.478
300 116.388 150.884
301 116.768 151.291
302 117.148 151.697
303 117.528 152.103
304 117.908 152.509
305 118.288 152.914
306 118.668 153.319
307 119.048 153.723
308 119.428 154.127
309 119.808 154.531
310 120.188 154.935
311 120.568 155.338
312 120.948 155.741
313 121.328 156.143
314 121.708 156.545
315 122.088 156.947
316 122.468 157.349
317 122.848 157.75
318 123.228 158.151
319 123.608 158.552
320 123.988 158.952
321 124.368 159.352
322 124.748 159.752
323 125.128 160.151
324 125.508 160.55
325 125.888 160.949
326 126.268 161.347
327 126.648 161.746
328 127.028 162.143
329 127.408 162.541
330 127.788 162.938
331 128.168 163.335
332 128.548 163.732
333 128.928 164.128
334 129.308 164.524
335 129.688 164.92
336 130.068 165.315
337 130.448 165.711
338 130.828 166.105
339 131.208 166.5
340 131.588 166.894
341 131.968 167.288
342 132.348 167.682
343 132.728 168.075
344 133.108 168.468
345 133.488 168.861
346 133.868 169.254
347 134.248 169.646
348 134.628 170.038
349 135.008 170.43
350 135.388 170.821
351 135.768 171.212
352 136.149 171.603
353 136.529 171.994
354 136.909 172.384
355 137.289 172.774
356 137.669 173.164
357 138.049 173.554
358 138.429 173.943
359 138.809 174.332
360 139.189 174.72
361 139.569 175.109
362 139.949 175.497
363 140.329 175.885
364 140.709 176.272
365 141.089 176.66
366 141.469 177.047
367 141.849 177.433
368 142.229 177.82
369 142.609 178.206
370 142.989 178.592
371 143.369 178.978
372 143.749 179.363
373 144.129 179.749
374 144.509 180.134
375 144.889 180.518
376 145.269 180.903
377 145.649 181.287
378 146.029 181.671
379 146.409 182.054
380 146.789 182.438
381 147.169 182.821
382 147.549 183.204
383 147.929 183.586
384 148.309 183.969
385 148.689 184.351
386 149.069 184.733
387 149.449 185.114
388 149.829 185.496
389 150.209 185.877
390 150.589 186.258
391 150.969 186.638
392 151.35 187.019
393 151.73 187.399
394 152.11 187.778
395 152.49 188.158
396 152.87 188.537
397 153.25 188.916
398 153.63 189.295
399 154.01 189.674
400 154.39 190.052
401 154.77 190.43
402 155.15 190.808
403 155.53 191.186
404 155.91 191.563
405 156.29 191.94
406 156.67 192.317
407 157.05 192.694
408 157.43 193.07
409 157.81 193.446
410 158.19 193.822
411 158.57 194.198
412 158.95 194.573
413 159.33 194.948
414 159.71 195.323
415 160.09 195.698
416 160.47 196.072
417 160.85 196.446
418 161.23 196.82
419 161.61 197.194
420 161.99 197.567
421 162.37 197.94
422 162.75 198.313
423 163.13 198.686
424 163.511 199.059
425 163.891 199.431
426 164.271 199.803
427 164.651 200.175
428 165.031 200.546
429 165.411 200.917
430 165.791 201.288
431 166.171 201.659
432 166.551 202.03
433 166.931 202.4
434 167.311 202.77
435 167.691 203.14
436 168.071 203.509
437 168.451 203.879
438 168.831 204.248
439 169.211 204.616
440 169.591 204.985
441 169.971 205.353
442 170.351 205.722
443 170.731 206.089
444 171.111 206.457
445 171.491 206.824
446 171.871 207.191
447 172.251 207.558
448 172.631 207.925
449 173.011 208.291
450 173.392 208.658
451 173.772 209.023
452 174.152 209.389
453 174.532 209.755
454 174.912 210.12
455 175.292 210.485
456 175.672 210.849
457 176.052 211.214
458 176.432 211.578
459 176.812 211.942
460 177.192 212.305
461 177.572 212.669
462 177.952 213.032
463 178.332 213.395
464 178.712 213.758
465 179.092 214.12
466 179.472 214.482
467 179.852 214.844
468 180.232 215.206
469 180.612 215.567
470 180.992 215.928
471 181.372 216.289
472 181.752 216.65
473 182.133 217.01
474 182.513 217.37
475 182.893 217.73
476 183.273 218.09
477 183.653 218.449
478 184.033 218.808
479 184.413 219.167
480 184.793 219.526
481 185.173 219.884
482 185.553 220.242
483 185.933 220.599
484 186.313 220.957
485 186.693 221.314
486 187.073 221.671
487 187.453 222.028
488 187.833 222.384
489 188.213 222.74
490 188.593 223.096
491 188.973 223.451
492 189.353 223.807
493 189.733 224.161
494 190.113 224.516
495 190.494 224.87
496 190.874 225.225
497 191.254 225.578
498 191.634 225.932
499 192.014 226.285
500 192.394 226.638
501 192.774 226.99
502 193.154 227.343
503 193.534 227.695
504 193.914 228.046
505 194.294 228.397
506 194.674 228.748
507 195.054 229.099
508 195.434 229.449
509 195.814 229.799
510 196.194 230.149
511 196.574 230.498
512 196.954 230.847
513 197.334 231.196
514 197.714 231.544
515 198.095 231.892
516 198.475 232.24
517 198.855 232.587
518 199.235 232.934
519 199.615 233.28
520 199.995 233.626
521 200.375 233.972
522 200.755 234.317
523 201.135 234.662
524 201.515 235.006
525 201.895 235.35
526 202.275 235.694
527 202.655 236.037
528 203.035 236.38
529 203.415 236.722
530 203.795 237.064
531 204.175 237.405
532 204.555 237.746
533 204.935 238.086
534 205.316 238.426
535 205.696 238.765
536 206.076 239.104
537 206.456 239.442
538 206.836 239.779
539 207.216 240.116
540 207.596 240.452
541 207.976 240.788
542 208.356 241.123
543 208.736 241.457
544 209.116 241.791
545 209.496 242.123
546 209.876 242.455
547 210.256 242.786
548 210.636 243.116
549 211.016 243.445
550 211.396 243.773
551 211.776 244.1
552 212.156 244.426
553 212.537 244.751
554 212.917 245.074
555 213.297 245.396
556 213.677 245.716
557 214.057 246.035
558 214.437 246.351
559 214.817 246.665
560 215.197 246.977
561 215.577 247.287
562 215.957 247.593
563 216.337 247.895
564 216.717 248.193
565 217.097 248.486
566 217.477 248.772
567 217.857 249.05
568 218.237 249.316
569 218.617 249.567
570 218.998 249.795
571 219.378 249.983
572 219.758 250.088
573 220.138 250.45
574 220.518 250.823
575 220.898 251.235
576 221.278 251.708
577 221.658 252.187
578 222.038 252.63
579 222.418 253.051
580 222.798 253.458
581 223.178 253.855
582 223.558 254.243
583 223.938 254.625
584 224.318 255.002
585 224.698 255.374
586 225.078 255.743
587 225.459 256.108
588 225.839 256.47
589 226.219 256.83
590 226.599 257.187
591 226.979 257.542
592 227.359 257.896
593 227.739 258.247
594 228.119 258.596
595 228.499 258.944
596 228.879 259.29
597 229.259 259.634
598 229.639 259.977
599 230.019 260.318
600 230.399 260.657
601 230.779 260.995
602 231.159 261.331
603 231.54 261.666
604 231.92 261.999
605 232.3 262.33
606 232.68 262.66
607 233.06 262.988
608 233.44 263.313
609 233.82 263.637
610 234.2 263.958
611 234.58 264.277
612 234.96 264.593
613 235.34 264.906
614 235.72 265.215
615 236.1 265.521
616 236.48 265.822
617 236.86 266.118
618 237.24 266.407
619 237.62 266.688
620 238.001 266.958
621 238.381 267.212
622 238.761 267.445
623 239.141 267.641
624 239.521 267.762
625 239.901 268.081
626 240.281 268.446
627 240.661 268.86
628 241.041 269.319
629 241.421 269.803
630 241.801 270.249
631 242.181 270.672
632 242.561 271.079
633 242.941 271.475
634 243.321 271.863
635 243.702 272.243
636 244.082 272.618
637 244.462 272.988
638 244.842 273.355
639 245.222 273.717
640 245.602 274.076
641 245.982 274.433
642 246.362 274.786
643 246.742 275.137
644 247.122 275.486
645 247.502 275.832
646 247.882 276.176
647 248.262 276.518
648 248.642 276.858
649 249.022 277.195
650 249.403 277.531
651 249.783 277.864
652 250.163 278.195
653 250.543 278.523
654 250.923 278.849
655 251.303 279.173
656 251.683 279.493
657 252.063 279.811
658 252.443 280.125
659 252.823 280.435
660 253.203 280.741
661 253.583 281.042
662 253.963 281.336
663 254.343 281.624
664 254.723 281.902
665 255.104 282.167
666 255.484 282.415
667 255.864 282.637
668 256.244 282.811
669 256.624 282.967
670 257.004 283.334
671 257.384 283.719
672 257.764 284.128
673 258.144 284.624
674 258.524 285.09
675 258.904 285.525
676 259.284 285.94
677 259.664 286.341
678 260.044 286.733
679 260.424 287.116
680 260.805 287.493
681 261.185 287.864
682 261.565 288.231
683 261.945 288.593
684 262.325 288.952
685 262.705 289.308
686 263.085 289.66
687 263.465 290.01
688 263.845 290.356
689 264.225 290.7
690 264.605 291.042
691 264.985 291.381
692 265.365 291.717
693 265.745 292.051
694 266.126 292.382
695 266.506 292.71
696 266.886 293.036
697 267.266 293.358
698 267.646 293.677
699 268.026 293.993
700 268.406 294.304
701 268.786 294.61
702 269.166 294.912
703 269.546 295.207
704 269.926 295.494
705 270.306 295.771
706 270.686 296.035
707 271.066 296.281
708 271.447 296.498
709 271.827 296.663
710 272.207 296.852
711 272.587 297.219
712 272.967 297.61
713 273.347 298.027
714 273.727 298.524
715 274.107 298.984
716 274.487 299.415
717 274.867 299.828
718 275.247 300.227
719 275.627 300.616
720 276.007 300.997
721 276.387 301.372
722 276.768 301.741
723 277.148 302.106
724 277.528 302.466
725 277.908 302.823
726 278.288 303.176
727 278.668 303.526
728 279.048 303.873
729 279.428 304.216
730 279.808 304.557
731 280.188 304.895
732 280.568 305.23
733 280.948 305.562
734 281.328 305.891
735 281.709 306.217
736 282.089 306.54
737 282.469 306.859
738 282.849 307.173
739 283.229 307.484
740 283.609 307.789
741 283.989 308.089
742 284.369 inf
743 284.749 -inf
744 285.129 -
745 285.509 -
746 285.889 -
747 286.269 -
748 286.649 -
749 287.03 -
750 287.41 -
751 287.79 -
752 288.17 -
753 288.55 -
754 288.93 -
755 289.31 -
756 289.69 -
757 290.07 -
758 290.45 -
759 290.83 -
760 291.21 -
761 291.59 -
762 291.971 -
763 292.351 -
764 292.731 -
765 293.111 -
766 293.491 -
767 293.871 -
768 294.251 -
769 294.631 -
770 295.011 -
771 295.391 -
772 295.771 -
773 296.151 -
774 296.531 -
775 296.912 -
776 297.292 -
777 297.672 -
778 298.052 -
779 298.432 -
780 298.812 -
781 299.192 -
782 299.572 -
783 299.952 -
784 300.332 -
785 300.712 -
786 301.092 -
787 301.472 -
788 301.853 -
789 302.233 -
790 302.613 -
791 302.993 -
792 303.373 -
793 303.753 -
794 304.133 -
795 304.513 -
796 304.893 -
797 305.273 -
798 305.653 -
799 306.033 -
800 306.413 -
801 306.794 -
802 307.174 -
803 307.554 -
804 307.934 -
805 inf -
806 -inf -
