# Iteration Jacobi Gauss-Seidel
0 1.7566505229e+00 1.3891434052e+00
1 1.6118880505e+00 7.6713790405e-01
2 1.5086736703e+00 3.0605756604e-01
3 1.4064765650e+00 -2.1598782532e-01
4 1.3059256977e+00 -6.5053452107e-01
5 1.2062603799e+00 -1.1322085102e+00
6 1.1070222656e+00 -1.5706441111e+00
7 1.0086085722e+00 -2.0348774215e+00
8 9.0978261461e-01 -2.4746625354e+00
9 8.1158516082e-01 -2.9295310469e+00
10 7.1303257410e-01 -3.3699720029e+00
11 6.1493771743e-01 -3.8191115798e+00
12 5.1668279807e-01 -4.2599521694e+00
13 4.1850197125e-01 -4.7052689123e+00
14 3.2050279639e-01 -5.1463913030e+00
15 2.2233906907e-01 -5.5889949488e+00
16 1.2438461160e-01 -6.0303342229e+00
17 2.6469872983e-02 -6.4709225282e+00
18 -7.1559987281e-02 NaN
19 -1.6944907070e-01 NaN
20 -2.6725694805e-01 NaN
21 -3.6514933109e-01 NaN
22 -4.6307160492e-01 NaN
23 -5.6077236752e-01 NaN
24 -6.5853741994e-01 NaN
25 -7.5636366257e-01 NaN
26 -8.5415126616e-01 NaN
27 -9.5180317760e-01 NaN
28 -1.0495033047e+00 NaN
29 -1.1472495133e+00 NaN
30 -1.2450019064e+00 NaN
31 -1.3425938964e+00 NaN
32 -1.4402231967e+00 NaN
33 -1.5378883114e+00 NaN
34 -1.6355877138e+00 NaN
35 -1.7332013953e+00 NaN
36 -1.8307612187e+00 NaN
37 -1.9283496028e+00 NaN
38 -2.0259654658e+00 NaN
39 -2.1236077166e+00 NaN
40 -2.2211703720e+00 NaN
41 -2.3186884275e+00 NaN
42 -2.4162289579e+00 NaN
43 -2.5137911759e+00 NaN
44 -2.6113742912e+00 NaN
45 -2.7089469456e+00 NaN
46 -2.8064202530e+00 NaN
47 -2.9039116700e+00 NaN
48 -3.0014206157e+00 NaN
49 -3.0989465084e+00 NaN
50 -3.1964887683e+00 NaN
51 -3.2939995017e+00 NaN
52 -3.3914433261e+00 NaN
53 -3.4889016012e+00 NaN
54 -3.5863738924e+00 NaN
55 -3.6838597652e+00 NaN
56 -3.7813587890e+00 NaN
57 -3.8788623718e+00 NaN
58 -3.9762735222e+00 NaN
59 -4.0736964541e+00 NaN
60 -4.1711308375e+00 NaN
61 -4.2685763450e+00 NaN
62 -4.3660326498e+00 NaN
63 -4.4634994300e+00 NaN
64 -4.5609459437e+00 NaN
65 -4.6583336254e+00 NaN
66 -4.7557308396e+00 NaN
67 -4.8531373314e+00 NaN
68 -4.9505528550e+00 NaN
69 -5.0479771576e+00 NaN
70 -5.1454100019e+00 NaN
71 -5.2428465150e+00 NaN
72 -5.3402082928e+00 NaN
73 -5.4375779385e+00 NaN
74 -5.5349552418e+00 NaN
75 -5.6323400293e+00 NaN
76 -5.7297320950e+00 NaN
77 -5.8271312626e+00 NaN
78 -5.9245373271e+00 NaN
79 -6.0219275090e+00 NaN
80 -6.1192694134e+00 NaN
81 -6.2166177186e+00 NaN
82 -6.3139723696e+00 NaN
83 -6.4113331081e+00 NaN
