# Iteration Jacobi Gauss-Seidel
0 1.9395177890e+00 1.5874260931e+00
1 1.8719160549e+00 1.0972470904e+00
2 1.8574784589e+00 7.6360920900e-01
3 1.8519541556e+00 3.9343336607e-01
4 1.8477096625e+00 6.1619525579e-02
5 1.8444397034e+00 -2.6454038575e-01
6 1.8416739824e+00 -6.0914880636e-01
7 1.8398435316e+00 -9.0870806545e-01
8 1.8375954261e+00 -1.2438100490e+00
9 1.8359706926e+00 -1.5483360995e+00
10 1.8339817788e+00 -1.8632396871e+00
11 1.8324521036e+00 -2.1872195949e+00
12 1.8307602891e+00 -2.4852265627e+00
13 1.8291495906e+00 -2.8080412687e+00
14 1.8277093443e+00 -3.1102010177e+00
15 1.8261040003e+00 -3.4188314920e+00
16 1.8247240279e+00 -3.7385074690e+00
17 1.8233653990e+00 -4.0340432629e+00
18 1.8218913499e+00 -4.3499405814e+00
19 1.8205807034e+00 -4.6534959447e+00
20 1.8193271377e+00 -4.9578801049e+00
21 1.8179889252e+00 -5.2771625554e+00
22 1.8166485510e+00 -5.5704320332e+00
23 1.8155008844e+00 -5.8815536915e+00
24 1.8142888673e+00 -6.1874202872e+00
25 1.8130155945e+00 NaN
26 1.8118121444e+00 NaN
27 1.8107124414e+00 NaN
28 1.8095644966e+00 NaN
29 1.8083704351e+00 NaN
30 1.8072043690e+00 NaN
31 1.8061639592e+00 NaN
32 1.8050862306e+00 NaN
33 1.8039726751e+00 NaN
34 1.8028248152e+00 NaN
35 1.8017990421e+00 NaN
36 1.8007903357e+00 NaN
37 1.7997530692e+00 NaN
38 1.7986883220e+00 NaN
39 1.7975971827e+00 NaN
40 1.7966240002e+00 NaN
41 1.7956567181e+00 NaN
42 1.7946669678e+00 NaN
43 1.7936555353e+00 NaN
44 1.7926232091e+00 NaN
45 1.7916415263e+00 NaN
46 1.7907187272e+00 NaN
47 1.7897778294e+00 NaN
48 1.7888194125e+00 NaN
49 1.7878440572e+00 NaN
50 1.7868523423e+00 NaN
51 1.7859337575e+00 NaN
52 1.7850402432e+00 NaN
53 1.7841322903e+00 NaN
54 1.7832103330e+00 NaN
55 1.7822748044e+00 NaN
56 1.7813261351e+00 NaN
57 1.7804158691e+00 NaN
58 1.7795548696e+00 NaN
59 1.7786821020e+00 NaN
