# Iteration Jacobi Gauss-Seidel
0 1.9941566958e+00 1.6946031121e+00
1 1.9901351989e+00 1.1671832673e+00
2 1.9876652206e+00 7.1683152161e-01
3 1.9852495601e+00 2.1499543856e-01
4 1.9829647082e+00 -1.9444150217e-01
5 1.9809048842e+00 -5.4807401363e-01
6 1.9793178184e+00 -8.4482318056e-01
7 1.9775488811e+00 -1.1720501126e+00
8 1.9761253041e+00 -1.4890415886e+00
9 1.9745737038e+00 -1.7962344533e+00
10 1.9732568714e+00 -2.1296003523e+00
11 1.9717849816e+00 -2.4221195190e+00
12 1.9706122572e+00 -2.7393654329e+00
13 1.9692655296e+00 -3.0505192333e+00
14 1.9680905650e+00 -3.3534637169e+00
15 1.9669258006e+00 -3.6771327828e+00
16 1.9656394958e+00 -3.9716794298e+00
17 1.9646144015e+00 -4.2829875235e+00
18 1.9635070483e+00 -4.5939581047e+00
19 1.9623112710e+00 -4.8935962885e+00
20 1.9613316966e+00 -5.2111230705e+00
21 1.9602980553e+00 -5.5086879871e+00
22 1.9591978726e+00 -5.8157810358e+00
23 1.9581971170e+00 -6.1281502449e+00
24 1.9572390045e+00 NaN
25 1.9562294430e+00 NaN
26 1.9551701624e+00 NaN
27 1.9542806574e+00 NaN
28 1.9533531362e+00 NaN
29 1.9523861155e+00 NaN
30 1.9513856048e+00 NaN
31 1.9505307156e+00 NaN
32 1.9496439136e+00 NaN
33 1.9487260553e+00 NaN
34 1.9477780672e+00 NaN
35 1.9469177116e+00 NaN
36 1.9460747041e+00 NaN
37 1.9452067691e+00 NaN
38 1.9443145805e+00 NaN
39 1.9434111787e+00 NaN
40 1.9426114699e+00 NaN
41 1.9417914004e+00 NaN
42 1.9409514630e+00 NaN
43 1.9400921736e+00 NaN
44 1.9392254578e+00 NaN
45 1.9384499400e+00 NaN
46 1.9376579087e+00 NaN
47 1.9368497431e+00 NaN
48 1.9360258360e+00 NaN
49 1.9351865905e+00 NaN
50 1.9344100864e+00 NaN
51 1.9336478520e+00 NaN
52 1.9328722971e+00 NaN
53 1.9320837216e+00 NaN
54 1.9312824322e+00 NaN
55 1.9304687406e+00 NaN
56 1.9297361256e+00 NaN
57 1.9289924416e+00 NaN
58 1.9282378322e+00 NaN
59 1.9274725325e+00 NaN
60 1.9266967813e+00 NaN
61 1.9259108200e+00 NaN
62 1.9251872638e+00 NaN
63 1.9244646168e+00 NaN
64 1.9237328712e+00 NaN
65 1.9229922116e+00 NaN
66 1.9222428246e+00 NaN
67 1.9214848984e+00 NaN
68 1.9207447285e+00 NaN
69 1.9200439550e+00 NaN
70 1.9193355010e+00 NaN
71 1.9186195120e+00 NaN
72 1.9178961350e+00 NaN
73 1.9171655178e+00 NaN
74 1.9164278091e+00 NaN
75 1.9157111038e+00 NaN
76 1.9150255115e+00 NaN
77 1.9143334738e+00 NaN
78 1.9136351072e+00 NaN
79 1.9129305288e+00 NaN
80 1.9122198564e+00 NaN
81 1.9115032079e+00 NaN
82 1.9107851029e+00 NaN
83 1.9101158943e+00 NaN
84 1.9094412080e+00 NaN
85 1.9087611377e+00 NaN
86 1.9080757774e+00 NaN
87 1.9073852213e+00 NaN
88 1.9066895636e+00 NaN
89 1.9059888988e+00 NaN
90 1.9052988157e+00 NaN
91 1.9046416272e+00 NaN
92 1.9039798065e+00 NaN
93 1.9033134293e+00 NaN
94 1.9026425717e+00 NaN
95 1.9019673098e+00 NaN
96 1.9012877195e+00 NaN
97 1.9006038767e+00 NaN
98 1.8999189469e+00 NaN
99 1.8992749012e+00 NaN
100 1.8986268917e+00 NaN
101 1.8979749801e+00 NaN
102 1.8973192283e+00 NaN
103 1.8966596979e+00 NaN
104 1.8959964507e+00 NaN
105 1.8953295482e+00 NaN
106 1.8946590515e+00 NaN
107 1.8940016160e+00 NaN
108 1.8933677200e+00 NaN
109 1.8927304465e+00 NaN
110 1.8920898460e+00 NaN
111 1.8914459692e+00 NaN
112 1.8907988663e+00 NaN
113 1.8901485876e+00 NaN
114 1.8894951831e+00 NaN
115 1.8888387027e+00 NaN
116 1.8881882607e+00 NaN
117 1.8875654244e+00 NaN
118 1.8869396784e+00 NaN
119 1.8863110643e+00 NaN
120 1.8856796234e+00 NaN
121 1.8850453973e+00 NaN
122 1.8844084271e+00 NaN
123 1.8837687539e+00 NaN
124 1.8831264184e+00 NaN
125 1.8824814614e+00 NaN
126 1.8818554491e+00 NaN
127 1.8812415239e+00 NaN
128 1.8806251012e+00 NaN
129 1.8800062152e+00 NaN
130 1.8793849002e+00 NaN
131 1.8787611902e+00 NaN
132 1.8781351191e+00 NaN
