# Iteration Jacobi Gauss-Seidel
0 2.5939658151e+00 2.4137161704e+00
1 2.8432726595e+00 2.3296779946e+00
2 3.1679436127e+00 2.6181520818e+00
3 3.5176803490e+00 2.9766266939e+00
4 3.8880608055e+00 3.4881974098e+00
5 4.2607956415e+00 4.0295638524e+00
6 4.6357522647e+00 4.5916868775e+00
7 5.0154506787e+00 5.1618970140e+00
8 5.3935626524e+00 5.7358568646e+00
9 5.7720582088e+00 6.3131039654e+00
10 6.1508518043e+00 6.8924620653e+00
11 6.5298036822e+00 7.4742152521e+00
12 6.9085687690e+00 8.0579714199e+00
13 7.2876898955e+00 8.6429404649e+00
14 7.6667211675e+00 9.2289571932e+00
15 8.0456435681e+00 9.8162243417e+00
16 8.4249077009e+00 1.0404646494e+01
17 8.8040534253e+00 1.0993711605e+01
18 9.1830879450e+00 1.1583355282e+01
19 9.5624229855e+00 1.2173783454e+01
20 9.9416913005e+00 1.2764975049e+01
21 1.0320877386e+01 1.3356552467e+01
22 1.0700148781e+01 1.3948485537e+01
23 1.1079534587e+01 1.4540961432e+01
24 1.1458857549e+01 1.5133987500e+01
25 1.1838120826e+01 1.5727263147e+01
26 1.2217506398e+01 1.6320772747e+01
27 1.2596949250e+01 1.6914683209e+01
28 1.2976344865e+01 1.7509013875e+01
29 1.3355695412e+01 1.8103514198e+01
30 1.3735098027e+01 1.8698175572e+01
31 1.4114606403e+01 1.9293147002e+01
32 1.4494078138e+01 1.9888453001e+01
33 1.4873514747e+01 2.0483878290e+01
34 1.5252917767e+01 2.1079417964e+01
35 1.5632445470e+01 2.1675205905e+01
36 1.6011990457e+01 2.2271268661e+01
37 1.6391507359e+01 2.2867417234e+01
38 1.6770997262e+01 2.3463648801e+01
39 1.7150461262e+01 2.4060084560e+01
40 1.7530027733e+01 2.4656751571e+01
41 1.7909617611e+01 2.5253481227e+01
42 1.8289185350e+01 2.5850271930e+01
43 1.8668731740e+01 2.6447234203e+01
44 1.9048257572e+01 2.7044394846e+01
45 1.9427803333e+01 2.7641601566e+01
46 1.9807440225e+01 2.8238853515e+01
47 2.0187059246e+01 2.8836252154e+01
48 2.0566660980e+01 2.9433823637e+01
49 2.0946246009e+01 3.0031429041e+01
50 2.1325814913e+01 3.0629067983e+01
51 2.1705414032e+01 3.1226834167e+01
52 2.2085082275e+01 3.1824752917e+01
53 2.2464736240e+01 3.2422696473e+01
54 2.2844376364e+01 3.3020664750e+01
55 2.3224003079e+01 3.3618744752e+01
56 2.3603616817e+01 3.4216960892e+01
57 2.3983218004e+01 3.4815194881e+01
58 2.4362917751e+01 3.5413446829e+01
59 2.4742608396e+01 3.6011797898e+01
60 2.5122287715e+01 3.6610271576e+01
61 2.5501956036e+01 3.7208757717e+01
62 2.5881613685e+01 3.7807256551e+01
63 2.6261260984e+01 3.8405844117e+01
64 2.6640910347e+01 3.9004542990e+01
65 2.7020637259e+01 3.9603250101e+01
66 2.7400354733e+01 4.0201965758e+01
67 2.7780063019e+01 4.0800761466e+01
68 2.8159762367e+01 4.1399658923e+01
69 2.8539453025e+01 4.1998561270e+01
70 2.8919135237e+01 4.2597468862e+01
71 2.9298809245e+01 4.3196449171e+01
72 2.9678542552e+01 4.3795523054e+01
73 3.0058288438e+01 4.4394599150e+01
74 3.0438026723e+01 4.4993677842e+01
75 3.0817757600e+01 4.5592822990e+01
76 3.1197481260e+01 4.6192054655e+01
77 3.1577197891e+01 4.6791286377e+01
78 3.1956907680e+01 4.7390518551e+01
79 3.2336610811e+01 4.7989811787e+01
80 3.2716377050e+01 4.8589185397e+01
81 3.3096144952e+01 4.9188557315e+01
82 3.3475906610e+01 4.9787927942e+01
83 3.3855662172e+01 5.0387354924e+01
84 3.4235411786e+01 5.0986857074e+01
85 3.4615155598e+01 5.1587171636e+01
86 3.4994893752e+01 5.2191691640e+01
87 3.5374626390e+01 5.2794189609e+01
88 3.5754387409e+01 5.3394098280e+01
89 3.6134178454e+01 5.3991463000e+01
90 3.6513964276e+01 5.4586327919e+01
91 3.6893744993e+01 5.5178736039e+01
92 3.7273520719e+01 5.5768729248e+01
93 3.7653291570e+01 5.6356348365e+01
94 3.8033057659e+01 5.6941633169e+01
95 3.8412819097e+01 5.7524622440e+01
96 3.8792575994e+01 5.8105353988e+01
97 3.9172360821e+01 5.8683864691e+01
98 3.9552170592e+01 5.9260190518e+01
99 3.9931976021e+01 5.9834366566e+01
100 4.0311777198e+01 6.0406427083e+01
101 4.0691574214e+01 6.0976405498e+01
102 4.1071367160e+01 6.1544334446e+01
103 4.1451156125e+01 6.2110245794e+01
104 4.1830941195e+01 6.2674170661e+01
105 4.2210722459e+01 6.3236139447e+01
106 4.2590500001e+01 6.3796181853e+01
107 4.2970328264e+01 6.4354326899e+01
108 4.3350153793e+01 6.4910602948e+01
109 4.3729975725e+01 6.5465037727e+01
110 4.4109794132e+01 6.6017658342e+01
111 4.4489609085e+01 6.6568491297e+01
112 4.4869420656e+01 6.7117562516e+01
113 4.5249228914e+01 6.7664897353e+01
114 4.5629033928e+01 6.8210520615e+01
115 4.6008835766e+01 6.8754456573e+01
116 4.6388634496e+01 6.9296728980e+01
117 4.6768472121e+01 6.9837361084e+01
118 4.7148314461e+01 7.0376375641e+01
119 4.7528153771e+01 7.0913794934e+01
120 4.7907990110e+01 7.1449640779e+01
121 4.8287823534e+01 7.1983934544e+01
122 4.8667654100e+01 7.2516697155e+01
123 4.9047481864e+01 7.3047949115e+01
124 4.9427306880e+01 7.3577710508e+01
125 4.9807129204e+01 7.4106001017e+01
126 5.0186948889e+01 7.4632839930e+01
127 5.0566769699e+01 7.5158246150e+01
