# Iteration Jacobi Gauss-Seidel
0 1.9829887682e+00 1.6146174320e+00
1 1.9226192873e+00 1.1242934907e+00
2 1.9133203976e+00 7.8647429939e-01
3 1.9084609191e+00 4.1759563852e-01
4 1.9047898215e+00 8.2599771545e-02
5 1.9019776018e+00 -2.4199997033e-01
6 1.8995040594e+00 -5.8939574191e-01
7 1.8977458579e+00 -8.8730411690e-01
8 1.8958607455e+00 -1.2214186101e+00
9 1.8942224555e+00 -1.5278398904e+00
10 1.8925049726e+00 -1.8416622685e+00
11 1.8910565681e+00 -2.1675143643e+00
12 1.8893782916e+00 -2.4643594325e+00
13 1.8881055609e+00 -2.7863424907e+00
14 1.8866637747e+00 -3.0899840202e+00
15 1.8852681586e+00 -3.3977200774e+00
16 1.8840309145e+00 -3.7189092928e+00
17 1.8826741202e+00 -4.0134844930e+00
18 1.8814043279e+00 -4.3286432857e+00
19 1.8802418889e+00 -4.6334712412e+00
20 1.8789919080e+00 -4.9370658778e+00
21 1.8777431192e+00 -5.2576668090e+00
22 1.8766660997e+00 -5.5500889818e+00
23 1.8755228990e+00 -5.8605343857e+00
24 1.8743162906e+00 -6.1675455563e+00
25 1.8732373168e+00 NaN
26 1.8721927468e+00 NaN
27 1.8710986548e+00 NaN
28 1.8699570569e+00 NaN
29 1.8689469392e+00 NaN
30 1.8679508690e+00 NaN
31 1.8669166481e+00 NaN
32 1.8658457001e+00 NaN
33 1.8648353858e+00 NaN
34 1.8638928755e+00 NaN
35 1.8629202169e+00 NaN
36 1.8619184263e+00 NaN
37 1.8608885511e+00 NaN
38 1.8599733634e+00 NaN
39 1.8590597989e+00 NaN
40 1.8581226349e+00 NaN
41 1.8571626253e+00 NaN
42 1.8561805383e+00 NaN
43 1.8552952251e+00 NaN
44 1.8544170643e+00 NaN
45 1.8535200035e+00 NaN
46 1.8526046037e+00 NaN
47 1.8516714329e+00 NaN
48 1.8507701107e+00 NaN
49 1.8499293058e+00 NaN
50 1.8490730624e+00 NaN
51 1.8482018015e+00 NaN
52 1.8473159485e+00 NaN
53 1.8464159308e+00 NaN
54 1.8455632725e+00 NaN
55 1.8447465743e+00 NaN
56 1.8439173705e+00 NaN
57 1.8430759833e+00 NaN
58 1.8422227366e+00 NaN
59 1.8413579549e+00 NaN
60 1.8405107179e+00 NaN
61 1.8397207718e+00 NaN
62 1.8389205106e+00 NaN
63 1.8381101826e+00 NaN
64 1.8372900368e+00 NaN
65 1.8364603222e+00 NaN
66 1.8356212870e+00 NaN
67 1.8348246900e+00 NaN
68 1.8340534797e+00 NaN
69 1.8332738186e+00 NaN
70 1.8324859002e+00 NaN
71 1.8316899179e+00 NaN
72 1.8308860644e+00 NaN
73 1.8300745316e+00 NaN
74 1.8292901014e+00 NaN
75 1.8285398792e+00 NaN
76 1.8277826175e+00 NaN
77 1.8270184681e+00 NaN
78 1.8262475824e+00 NaN
79 1.8254701113e+00 NaN
80 1.8246862046e+00 NaN
81 1.8238960113e+00 NaN
82 1.8231568036e+00 NaN
83 1.8224223581e+00 NaN
84 1.8216820819e+00 NaN
85 1.8209360949e+00 NaN
86 1.8201845162e+00 NaN
87 1.8194274646e+00 NaN
88 1.8186650576e+00 NaN
89 1.8178974124e+00 NaN
90 1.8171700926e+00 NaN
91 1.8164530823e+00 NaN
92 1.8157311681e+00 NaN
93 1.8150044453e+00 NaN
94 1.8142730085e+00 NaN
95 1.8135369521e+00 NaN
96 1.8127963694e+00 NaN
97 1.8120513533e+00 NaN
98 1.8113106030e+00 NaN
99 1.8106116058e+00 NaN
100 1.8099084274e+00 NaN
101 1.8092011443e+00 NaN
102 1.8084898326e+00 NaN
103 1.8077745679e+00 NaN
104 1.8070554251e+00 NaN
105 1.8063324787e+00 NaN
106 1.8056058026e+00 NaN
107 1.8048781829e+00 NaN
108 1.8041935150e+00 NaN
109 1.8035053010e+00 NaN
110 1.8028136025e+00 NaN
111 1.8021184807e+00 NaN
112 1.8014199964e+00 NaN
113 1.8007182101e+00 NaN
114 1.8000131816e+00 NaN
115 1.7993049703e+00 NaN
116 1.7985936349e+00 NaN
117 1.7978981407e+00 NaN
118 1.7972252667e+00 NaN
119 1.7965493971e+00 NaN
120 1.7958705817e+00 NaN
121 1.7951888699e+00 NaN
122 1.7945043108e+00 NaN
123 1.7938169530e+00 NaN
124 1.7931268447e+00 NaN
125 1.7924340338e+00 NaN
126 1.7917385677e+00 NaN
127 1.7910505438e+00 NaN
128 1.7903903135e+00 NaN
129 1.7897275196e+00 NaN
130 1.7890622028e+00 NaN
131 1.7883944033e+00 NaN
132 1.7877241609e+00 NaN
133 1.7870515154e+00 NaN
134 1.7863765060e+00 NaN
135 1.7856991716e+00 NaN
136 1.7850195507e+00 NaN
137 1.7843376816e+00 NaN
138 1.7836723889e+00 NaN
139 1.7830228756e+00 NaN
140 1.7823711761e+00 NaN
141 1.7817173236e+00 NaN
142 1.7810613508e+00 NaN
143 1.7804032903e+00 NaN
144 1.7797431743e+00 NaN
145 1.7790810349e+00 NaN
146 1.7784169037e+00 NaN
147 1.7777508122e+00 NaN
148 1.7770827916e+00 NaN
149 1.7764193638e+00 NaN
150 1.7757810906e+00 NaN
151 1.7751409308e+00 NaN
152 1.7744989115e+00 NaN
153 1.7738550596e+00 NaN
154 1.7732094020e+00 NaN
155 1.7725619653e+00 NaN
156 1.7719127756e+00 NaN
157 1.7712618592e+00 NaN
158 1.7706092418e+00 NaN
159 1.7699549491e+00 NaN
160 1.7692990065e+00 NaN
161 1.7686499737e+00 NaN
162 1.7680214323e+00 NaN
163 1.7673912676e+00 NaN
164 1.7667595020e+00 NaN
165 1.7661261577e+00 NaN
166 1.7654912567e+00 NaN
167 1.7648548209e+00 NaN
168 1.7642168719e+00 NaN
169 1.7635774312e+00 NaN
170 1.7629365202e+00 NaN
171 1.7622941599e+00 NaN
172 1.7616503712e+00 NaN
173 1.7610051750e+00 NaN
174 1.7603795519e+00 NaN
175 1.7597596313e+00 NaN
176 1.7591383171e+00 NaN
177 1.7585156278e+00 NaN
178 1.7578915817e+00 NaN
179 1.7572661970e+00 NaN
180 1.7566394916e+00 NaN
181 1.7560114835e+00 NaN
182 1.7553821902e+00 NaN
183 1.7547516294e+00 NaN
184 1.7541198185e+00 NaN
185 1.7534867747e+00 NaN
186 1.7528525151e+00 NaN
187 1.7522319795e+00 NaN
188 1.7516210707e+00 NaN
189 1.7510089522e+00 NaN
190 1.7503956393e+00 NaN
191 1.7497811472e+00 NaN
192 1.7491654911e+00 NaN
193 1.7485486859e+00 NaN
194 1.7479307465e+00 NaN
195 1.7473116875e+00 NaN
196 1.7466915236e+00 NaN
197 1.7460702692e+00 NaN
198 1.7454479387e+00 NaN
199 1.7448245463e+00 NaN
200 1.7442001062e+00 NaN
201 1.7435925348e+00 NaN
202 1.7429896946e+00 NaN
203 1.7423858066e+00 NaN
204 1.7417808834e+00 NaN
205 1.7411749376e+00 NaN
206 1.7405679818e+00 NaN
207 1.7399600286e+00 NaN
208 1.7393510901e+00 NaN
209 1.7387411787e+00 NaN
210 1.7381303065e+00 NaN
211 1.7375184856e+00 NaN
212 1.7369057279e+00 NaN
213 1.7362920453e+00 NaN
214 1.7356774494e+00 NaN
215 1.7350675332e+00 NaN
216 1.7344729543e+00 NaN
217 1.7338774583e+00 NaN
218 1.7332810558e+00 NaN
219 1.7326837574e+00 NaN
220 1.7320855737e+00 NaN
221 1.7314865152e+00 NaN
222 1.7308865922e+00 NaN
223 1.7302858149e+00 NaN
224 1.7296841936e+00 NaN
225 1.7290817385e+00 NaN
226 1.7284784594e+00 NaN
227 1.7278743664e+00 NaN
228 1.7272694694e+00 NaN
229 1.7266637782e+00 NaN
230 1.7260584614e+00 NaN
231 1.7254713413e+00 NaN
232 1.7248834200e+00 NaN
233 1.7242947064e+00 NaN
234 1.7237052096e+00 NaN
235 1.7231149384e+00 NaN
236 1.7225239015e+00 NaN
237 1.7219321075e+00 NaN
238 1.7213395653e+00 NaN
239 1.7207462832e+00 NaN
240 1.7201522699e+00 NaN
241 1.7195575338e+00 NaN
242 1.7189620831e+00 NaN
243 1.7183659263e+00 NaN
244 1.7177690716e+00 NaN
245 1.7171715271e+00 NaN
246 1.7165758919e+00 NaN
247 1.7159955940e+00 NaN
248 1.7154145972e+00 NaN
249 1.7148329091e+00 NaN
250 1.7142505371e+00 NaN
251 1.7136674887e+00 NaN
252 1.7130837711e+00 NaN
253 1.7124993918e+00 NaN
254 1.7119143579e+00 NaN
255 1.7113286767e+00 NaN
256 1.7107423554e+00 NaN
257 1.7101554009e+00 NaN
258 1.7095678205e+00 NaN
259 1.7089796209e+00 NaN
260 1.7083908093e+00 NaN
261 1.7078013923e+00 NaN
262 1.7072113770e+00 NaN
263 1.7066289963e+00 NaN
264 1.7060550115e+00 NaN
265 1.7054804175e+00 NaN
266 1.7049052208e+00 NaN
267 1.7043294276e+00 NaN
268 1.7037530441e+00 NaN
269 1.7031760766e+00 NaN
270 1.7025985311e+00 NaN
271 1.7020204139e+00 NaN
272 1.7014417309e+00 NaN
273 1.7008624882e+00 NaN
274 1.7002826917e+00 NaN
275 1.6997023474e+00 NaN
276 1.6991214611e+00 NaN
277 1.6985400387e+00 NaN
278 1.6979580859e+00 NaN
279 1.6973756086e+00 NaN
280 1.6967933875e+00 NaN
281 1.6962258391e+00 NaN
282 1.6956577547e+00 NaN
283 1.6950891398e+00 NaN
284 1.6945199997e+00 NaN
285 1.6939503396e+00 NaN
286 1.6933801648e+00 NaN
287 1.6928094806e+00 NaN
288 1.6922382920e+00 NaN
289 1.6916666043e+00 NaN
290 1.6910944225e+00 NaN
291 1.6905217517e+00 NaN
292 1.6899485970e+00 NaN
293 1.6893749632e+00 NaN
294 1.6888008555e+00 NaN
295 1.6882262786e+00 NaN
296 1.6876512375e+00 NaN
297 1.6870757370e+00 NaN
298 1.6864997820e+00 NaN
299 1.6859356378e+00 NaN
