# Iteration Jacobi Gauss-Seidel
0 9.0361106197e-01 5.6303130549e-01
1 2.7699110447e-01 -4.1394313033e-01
2 -3.4768028411e-01 -1.3878934864e+00
3 -9.7012544691e-01 -2.3610540525e+00
4 -1.5921281182e+00 -3.3312048916e+00
5 -2.2135927268e+00 -4.3028481903e+00
6 -2.8350879817e+00 -5.2727395883e+00
7 -3.4564223957e+00 -6.2435416176e+00
8 -4.0774820602e+00 -7.2137890275e+00
9 -4.6986606676e+00 NaN
10 -5.3195667053e+00 NaN
11 -5.9405187849e+00 NaN
12 -6.5614242371e+00 NaN
13 -7.1821751579e+00 NaN
