-1 -0.420958
-0.979798 -0.454537
-0.959596 -0.481557
-0.939394 -0.502182
-0.919192 -0.516438
-0.89899 -0.524244
-0.878788 -0.525435
-0.858586 -0.519789
-0.838384 -0.50706
-0.818182 -0.487006
-0.79798 -0.45943
-0.777778 -0.424213
-0.757576 -0.381367
-0.737374 -0.331068
-0.717172 -0.273704
-0.69697 -0.209905
-0.676768 -0.140572
-0.656566 -0.0668811
-0.636364 0.00972013
-0.616162 0.0875495
-0.59596 0.164742
-0.575758 0.239325
-0.555556 0.309312
-0.535354 0.372806
-0.515152 0.428106
-0.494949 0.473804
-0.474747 0.508876
-0.454545 0.532747
-0.434343 0.545339
-0.414141 0.54711
-0.393939 0.539091
-0.373737 0.522952
-0.353535 0.501111
-0.333333 0.476936
-0.313131 0.455028
-0.292929 0.441582
-0.272727 0.444741
-0.252525 0.474795
-0.232323 0.54401
-0.212121 0.665827
-0.191919 0.853242
-0.171717 1.11632
-0.151515 1.45907
-0.131313 1.87634
-0.111111 2.35144
-0.0909091 2.85561
-0.0707071 3.34996
-0.0505051 3.78992
-0.030303 4.13164
-0.010101 4.33827
0.010101 4.33545
0.030303 4.1232
0.0505051 3.77588
0.0707071 3.33032
0.0909091 2.83039
0.111111 2.32067
0.131313 1.84005
0.151515 1.41731
0.171717 1.06914
0.191919 0.800706
0.212121 0.60801
0.232323 0.481002
0.252525 0.406701
0.272727 0.371685
0.292929 0.363707
0.313131 0.372502
0.333333 0.389952
0.353535 0.409893
0.373737 0.427758
0.393939 0.440219
0.414141 0.444898
0.434343 0.440176
0.454545 0.425076
0.474747 0.399202
0.494949 0.3627
0.515152 0.31622
0.535354 0.260872
0.555556 0.198156
0.575758 0.129877
0.59596 0.058045
0.616162 -0.01523
0.636364 -0.0878414
0.656566 -0.157778
0.676768 -0.223201
0.69697 -0.282497
0.717172 -0.33431
0.737374 -0.377554
0.757576 -0.411406
0.777778 -0.43528
0.79798 -0.448797
0.818182 -0.451751
0.838384 -0.444067
0.858586 -0.425764
0.878788 -0.396926
0.89899 -0.35767
0.919192 -0.308126
0.939394 -0.248418
0.959596 -0.178647
0.979798 -0.0988845
1 -0.00915209
