-1 -0.67488
-0.979798 -0.613633
-0.959596 -0.564104
-0.939394 -0.525165
-0.919192 -0.495093
-0.89899 -0.471716
-0.878788 -0.452534
-0.858586 -0.43484
-0.838384 -0.415836
-0.818182 -0.392757
-0.79798 -0.362998
-0.777778 -0.324256
-0.757576 -0.274674
-0.737374 -0.212987
-0.717172 -0.138665
-0.69697 -0.0520219
-0.676768 0.0457004
-0.656566 0.152304
-0.636364 0.264673
-0.616162 0.378886
-0.59596 0.490407
-0.575758 0.594351
-0.555556 0.685802
-0.535354 0.760177
-0.515152 0.813588
-0.494949 0.843184
-0.474747 0.847435
-0.454545 0.82633
-0.434343 0.781486
-0.414141 0.716138
-0.393939 0.635036
-0.373737 0.544255
-0.353535 0.450934
-0.333333 0.362979
-0.313131 0.288754
-0.292929 0.23677
-0.272727 0.215415
-0.252525 0.232701
-0.232323 0.296065
-0.212121 0.412188
-0.191919 0.586849
-0.171717 0.824766
-0.151515 1.12942
-0.131313 1.50277
-0.111111 1.9449
-0.0909091 2.45326
-0.0707071 3.02146
-0.0505051 3.63675
-0.030303 4.27424
-0.010101 4.87807
0.010101 4.87296
0.030303 4.25892
0.0505051 3.61124
0.0707071 2.98576
0.0909091 2.40739
0.111111 1.88888
0.131313 1.43665
0.151515 1.05322
0.171717 0.738561
0.191919 0.490699
0.212121 0.306176
0.232323 0.180291
0.252525 0.107288
0.272727 0.0805073
0.292929 0.0925431
0.313131 0.135414
0.333333 0.200773
0.353535 0.28015
0.373737 0.36523
0.393939 0.448165
0.414141 0.521878
0.434343 0.580368
0.454545 0.618966
0.474747 0.634526
0.494949 0.625537
0.515152 0.59212
0.535354 0.535934
0.555556 0.459969
0.575758 0.368269
0.59596 0.265586
0.616162 0.157021
0.636364 0.0476621
0.656566 -0.0577368
0.676768 -0.15502
0.69697 -0.24082
0.717172 -0.312674
0.737374 -0.369063
0.757576 -0.409382
0.777778 -0.433867
0.79798 -0.443485
0.818182 -0.439797
0.838384 -0.424822
0.858586 -0.400899
0.878788 -0.370559
0.89899 -0.336406
0.919192 -0.301009
0.939394 -0.266804
0.959596 -0.235992
0.979798 -0.21043
1 -0.191516
