-1.000000e+00 0.000000e+00 0.000000e+00
-9.990000e-01 9.642798e-02 4.291656e-05
-9.980000e-01 1.867634e-01 8.440872e-05
-9.970000e-01 2.712551e-01 1.244941e-04
-9.960000e-01 3.501442e-01 1.631903e-04
-9.950000e-01 4.236641e-01 2.005151e-04
-9.940000e-01 4.920407e-01 2.364859e-04
-9.930000e-01 5.554927e-01 2.711204e-04
-9.920000e-01 6.142316e-01 3.044363e-04
-9.910000e-01 6.684620e-01 3.364511e-04
-9.900000e-01 7.183819e-01 3.671823e-04
-9.890000e-01 7.641826e-01 3.966477e-04
-9.880000e-01 8.060492e-01 4.248647e-04
-9.870000e-01 8.441605e-01 4.518510e-04
-9.860000e-01 8.786893e-01 4.776241e-04
-9.850000e-01 9.098026e-01 5.022016e-04
-9.840000e-01 9.376616e-01 5.256010e-04
-9.830000e-01 9.624220e-01 5.478398e-04
-9.820000e-01 9.842341e-01 5.689357e-04
-9.810000e-01 1.003243e+00 5.889061e-04
-9.800000e-01 1.019589e+00 6.077687e-04
-9.790000e-01 1.033406e+00 6.255408e-04
-9.780000e-01 1.044826e+00 6.422400e-04
-9.770000e-01 1.053973e+00 6.578839e-04
-9.760000e-01 1.060968e+00 6.724899e-04
-9.750000e-01 1.065929e+00 6.860755e-04
-9.740000e-01 1.068967e+00 6.986582e-04
-9.730000e-01 1.070190e+00 7.102556e-04
-9.720000e-01 1.069704e+00 7.208850e-04
-9.710000e-01 1.067606e+00 7.305639e-04
-9.700000e-01 1.063995e+00 7.393098e-04
-9.690000e-01 1.058963e+00 7.471403e-04
-9.680000e-01 1.052598e+00 7.540726e-04
-9.670000e-01 1.044986e+00 7.601242e-04
-9.660000e-01 1.036210e+00 7.653127e-04
-9.650000e-01 1.026348e+00 7.696553e-04
-9.640000e-01 1.015477e+00 7.731696e-04
-9.630000e-01 1.003668e+00 7.758729e-04
-9.620000e-01 9.909911e-01 7.777827e-04
-9.610000e-01 9.775136e-01 7.789163e-04
-9.600000e-01 9.632992e-01 7.792912e-04
-9.590000e-01 9.484091e-01 7.789247e-04
-9.580000e-01 9.329020e-01 7.778342e-04
-9.570000e-01 9.168339e-01 7.760371e-04
-9.560000e-01 9.002583e-01 7.735507e-04
-9.550000e-01 8.832266e-01 7.703924e-04
-9.540000e-01 8.657875e-01 7.665796e-04
-9.530000e-01 8.479877e-01 7.621295e-04
-9.520000e-01 8.298718e-01 7.570596e-04
-9.510000e-01 8.114820e-01 7.513871e-04
-9.500000e-01 7.928588e-01 7.451294e-04
-9.490000e-01 7.740407e-01 7.383038e-04
-9.480000e-01 7.550640e-01 7.309275e-04
-9.470000e-01 7.359636e-01 7.230179e-04
-9.460000e-01 7.167723e-01 7.145923e-04
-9.450000e-01 6.975214e-01 7.056679e-04
-9.440000e-01 6.782405e-01 6.962621e-04
-9.430000e-01 6.589576e-01 6.863920e-04
-9.420000e-01 6.396991e-01 6.760750e-04
-9.410000e-01 6.204901e-01 6.653283e-04
-9.400000e-01 6.013541e-01 6.541691e-04
-9.390000e-01 5.823133e-01 6.426147e-04
