-1.000000e+00 5.756463e-01
-8.947368e-01 3.732479e-01
-7.894737e-01 1.662796e-01
-6.842105e-01 7.623538e-02
-5.789474e-01 3.498791e-02
-4.736842e-01 2.729069e-02
-3.684211e-01 5.090469e-02
-2.631579e-01 1.132477e-01
-1.578947e-01 2.445765e-01
-5.263158e-02 6.849062e-01
5.263158e-02 3.323891e-01
1.578947e-01 1.379347e-01
2.631579e-01 4.486424e-02
3.684211e-01 -3.912555e-03
4.736842e-01 -2.305009e-02
5.789474e-01 -1.677450e-02
6.842105e-01 1.622359e-02
7.894737e-01 8.414361e-02
8.947368e-01 2.140934e-01
1.000000e+00 5.756463e-01
