-1.000000e+00 0.000000e+00 0.000000e+00
-9.990000e-01 9.444776e-06 1.605726e-03
-9.980000e-01 1.823055e-05 3.160699e-03
-9.970000e-01 2.638782e-05 4.665438e-03
-9.960000e-01 3.394598e-05 6.120463e-03
-9.950000e-01 4.093334e-05 7.526300e-03
-9.940000e-01 4.737712e-05 8.883473e-03
-9.930000e-01 5.330357e-05 1.019251e-02
-9.920000e-01 5.873792e-05 1.145394e-02
-9.910000e-01 6.370446e-05 1.266830e-02
-9.900000e-01 6.822654e-05 1.383613e-02
-9.890000e-01 7.232661e-05 1.495795e-02
-9.880000e-01 7.602628e-05 1.603432e-02
-9.870000e-01 7.934629e-05 1.706576e-02
-9.860000e-01 8.230657e-05 1.805284e-02
-9.850000e-01 8.492627e-05 1.899608e-02
-9.840000e-01 8.722379e-05 1.989605e-02
-9.830000e-01 8.921677e-05 2.075330e-02
-9.820000e-01 9.092215e-05 2.156837e-02
-9.810000e-01 9.235617e-05 2.234183e-02
-9.800000e-01 9.353443e-05 2.307423e-02
-9.790000e-01 9.447185e-05 2.376613e-02
-9.780000e-01 9.518276e-05 2.441811e-02
-9.770000e-01 9.568087e-05 2.503071e-02
-9.760000e-01 9.597931e-05 2.560452e-02
-9.750000e-01 9.609065e-05 2.614011e-02
-9.740000e-01 9.602693e-05 2.663804e-02
-9.730000e-01 9.579964e-05 2.709889e-02
-9.720000e-01 9.541980e-05 2.752324e-02
-9.710000e-01 9.489792e-05 2.791167e-02
-9.700000e-01 9.424404e-05 2.826477e-02
-9.690000e-01 9.346774e-05 2.858312e-02
-9.680000e-01 9.257819e-05 2.886730e-02
-9.670000e-01 9.158411e-05 2.911791e-02
-9.660000e-01 9.049381e-05 2.933554e-02
-9.650000e-01 8.931524e-05 2.952079e-02
-9.640000e-01 8.805595e-05 2.967425e-02
-9.630000e-01 8.672311e-05 2.979652e-02
-9.620000e-01 8.532358e-05 2.988821e-02
-9.610000e-01 8.386384e-05 2.994992e-02
-9.600000e-01 8.235007e-05 2.998226e-02
-9.590000e-01 8.078813e-05 2.998583e-02
-9.580000e-01 7.918358e-05 2.996126e-02
-9.570000e-01 7.754169e-05 2.990915e-02
-9.560000e-01 7.586745e-05 2.983012e-02
-9.550000e-01 7.416558e-05 2.972480e-02
-9.540000e-01 7.244056e-05 2.959379e-02
-9.530000e-01 7.069659e-05 2.943774e-02
-9.520000e-01 6.893767e-05 2.925726e-02
-9.510000e-01 6.716753e-05 2.905299e-02
-9.500000e-01 6.538972e-05 2.882555e-02
-9.490000e-01 6.360757e-05 2.857558e-02
-9.480000e-01 6.182419e-05 2.830372e-02
-9.470000e-01 6.004251e-05 2.801060e-02
-9.460000e-01 5.826528e-05 2.769687e-02
-9.450000e-01 5.649507e-05 2.736317e-02
-9.440000e-01 5.473427e-05 2.701015e-02
-9.430000e-01 5.298512e-05 2.663846e-02
-9.420000e-01 5.124971e-05 2.624874e-02
-9.410000e-01 4.952995e-05 2.584164e-02
-9.400000e-01 4.782764e-05 2.541784e-02
-9.390000e-01 4.614443e-05 2.497798e-02
-9.380000e-01 4.448185e-05 2.452271e-02
-9.370000e-01 4.284129e-05 2.405272e-02
-9.360000e-01 4.122404e-05 2.356866e-02
-9.350000e-01 3.963126e-05 2.307119e-02
-9.340000e-01 3.806401e-05 2.256099e-02
-9.330000e-01 3.652327e-05 2.203873e-02
-9.320000e-01 3.500987e-05 2.150509e-02
-9.310000e-01 3.352460e-05 2.096073e-02
-9.300000e-01 3.206814e-05 2.040635e-02
-9.290000e-01 3.064108e-05 1.984261e-02
-9.280000e-01 2.924394e-05 1.927020e-02
-9.270000e-01 2.787717e-05 1.868982e-02
-9.260000e-01 2.654113e-05 1.810214e-02
-9.250000e-01 2.523613e-05 1.750786e-02
-9.240000e-01 2.396240e-05 1.690766e-02
-9.230000e-01 2.272014e-05 1.630225e-02
-9.220000e-01 2.150946e-05 1.569232e-02
-9.210000e-01 2.033043e-05 1.507856e-02
-9.200000e-01 1.918307e-05 1.446169e-02
-9.190000e-01 1.806735e-05 1.384240e-02
-9.180000e-01 1.698319e-05 1.322139e-02
