0 0.322825 0.125862
1 0.0571931 -0.254582
2 -0.189609 -0.594291
3 -0.425628 -0.932365
4 -0.65381 -1.26577
5 -0.875098 -1.59423
6 -1.09038 -1.91842
7 -1.30071 -2.23915
8 -1.50715 -2.55719
9 -1.71066 -2.87314
10 -1.91199 -3.18753
11 -2.11175 -3.50072
12 -2.31037 -3.81303
13 -2.50817 -4.12468
14 -2.70541 -4.43583
15 -2.90224 -4.74661
16 -3.09878 -5.05713
17 -3.29512 -5.36744
18 -3.49132 -5.67761
19 -3.68741 -5.98766
20 -3.88344 -6.29764
21 -4.07941 -6.60756
22 -4.27536 -6.91743
23 -4.47127 -7.22727
24 -4.66717 -7.53709
25 -4.86306 -7.84689
26 -5.05894 -8.15667
27 -5.25481 -8.46645
28 -5.45068 -8.77622
29 -5.64655 -9.08598
30 -5.84241 -9.39574
31 -6.03828 -9.7055
32 -6.23414 -10.0153
33 -6.43 -10.325
34 -6.62586 -10.6348
35 -6.82172 -10.9445
36 -7.01758 -11.2543
37 -7.21344 -11.564
38 -7.4093 -11.8738
39 -7.60516 -12.1835
40 -7.80102 -inf
41 -7.99688 -inf
42 -8.19274 -inf
43 -8.3886 -inf
44 -8.58446 -inf
45 -8.78032 -inf
46 -8.97617 -inf
47 -9.17203 -inf
48 -9.36789 -inf
49 -9.56375 -inf
50 -9.75961 -inf
51 -9.95547 -inf
52 -10.1513 -inf
53 -10.3472 -inf
54 -10.543 -inf
55 -10.7389 -inf
56 -10.9348 -inf
57 -11.1306 -inf
58 -11.3265 -inf
59 -11.5223 -inf
60 -11.7182 -inf
61 -11.9141 -inf
62 -12.1099 -inf
