0 0.812913
1 0.353128
2 -0.121906
3 -0.777054
4 -1.47854
5 -2.18718
6 -2.89607
7 -3.60451
8 -4.31267
9 -5.02069
10 -5.72866
11 -6.4366
12 -7.14452
13 -7.85245
14 -8.56037
15 -9.26829
16 -9.97621
17 -10.6842
18 -11.3916
19 -12.1021
